
# Starting new run with hyperparams:
{
  "learning_rate": 2e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.000, 12, None, 0.7801, 0.0000, 0.0000, 0.0000, 0.8680
1.667, 20, 0.6337, None, None, None, None, None
2.000, 24, None, 0.5196, 0.3179, 0.0839, 0.1328, 0.8750
2.500, 30, 0.5190, None, None, None, None, None
3.000, 36, None, 0.4172, 0.2475, 0.3059, 0.2737, 0.8939
3.333, 40, 0.4062, None, None, None, None, None
4.000, 48, None, 0.3528, 0.4230, 0.4371, 0.4299, 0.9098
4.167, 50, 0.3111, None, None, None, None, None
5.000, 60, 0.2935, None, None, None, None, None
5.000, 60, None, 0.3275, 0.5477, 0.5717, 0.5595, 0.9232
5.833, 70, 0.2382, None, None, None, None, None
6.000, 72, None, 0.2765, 0.6369, 0.7115, 0.6722, 0.9346
6.667, 80, 0.2074, None, None, None, None, None
7.000, 84, None, 0.2622, 0.6840, 0.7378, 0.7098, 0.9388
7.500, 90, 0.2016, None, None, None, None, None
8.000, 96, None, 0.3093, 0.6960, 0.7325, 0.7138, 0.9400
8.333, 100, 0.1648, None, None, None, None, None
9.000, 108, None, 0.2757, 0.7083, 0.7343, 0.7210, 0.9393
9.167, 110, 0.1602, None, None, None, None, None
10.000, 120, 0.1488, None, None, None, None, None
10.000, 120, None, 0.2548, 0.6967, 0.7430, 0.7191, 0.9360
10.000, 120, None, None, None, None, None, None
10.000, 120, None, 0.2548, 0.6967, 0.7430, 0.7191, 0.9360

# Starting new run with hyperparams:
{
  "learning_rate": 2e-05,
  "batch_size": 4,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 2,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.000, 6, None, 1.9137, 0.0140, 0.0210, 0.0168, 0.7640
1.667, 10, 2.7958, None, None, None, None, None
2.000, 12, None, 0.6799, 0.0000, 0.0000, 0.0000, 0.8680
3.000, 18, None, 0.5219, 0.4079, 0.0542, 0.0957, 0.8732
3.333, 20, 0.5999, None, None, None, None, None
4.000, 24, None, 0.4564, 0.3073, 0.2955, 0.3012, 0.8944
5.000, 30, 0.3999, None, None, None, None, None
5.000, 30, None, 0.4310, 0.2868, 0.3444, 0.3129, 0.8982
6.000, 36, None, 0.3874, 0.2866, 0.3357, 0.3092, 0.8984
6.667, 40, 0.3487, None, None, None, None, None
7.000, 42, None, 0.3699, 0.4444, 0.4336, 0.4389, 0.9116
8.000, 48, None, 0.3365, 0.4709, 0.5087, 0.4891, 0.9173
8.333, 50, 0.3083, None, None, None, None, None
9.000, 54, None, 0.3314, 0.4837, 0.5175, 0.5000, 0.9184
10.000, 60, 0.2693, None, None, None, None, None
10.000, 60, None, 0.3231, 0.5142, 0.5367, 0.5252, 0.9203
10.000, 60, None, None, None, None, None, None
10.000, 60, None, 0.3231, 0.5142, 0.5367, 0.5252, 0.9203

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.417, 10, 4.0913, None, None, None, None, None
0.833, 20, 1.2556, None, None, None, None, None
1.000, 24, None, 0.6394, 0.0000, 0.0000, 0.0000, 0.8680
1.250, 30, 0.5643, None, None, None, None, None
1.667, 40, 0.3533, None, None, None, None, None
2.000, 48, None, 0.3975, 0.3263, 0.3759, 0.3493, 0.9026
2.083, 50, 0.4396, None, None, None, None, None
2.500, 60, 0.3365, None, None, None, None, None
2.917, 70, 0.2493, None, None, None, None, None
3.000, 72, None, 0.2945, 0.5896, 0.6556, 0.6209, 0.9321
3.333, 80, 0.2735, None, None, None, None, None
3.750, 90, 0.2097, None, None, None, None, None
4.000, 96, None, 0.2592, 0.7126, 0.7413, 0.7266, 0.9428
4.167, 100, 0.1565, None, None, None, None, None
4.583, 110, 0.1732, None, None, None, None, None
5.000, 120, 0.1586, None, None, None, None, None
5.000, 120, None, 0.2873, 0.7414, 0.7517, 0.7465, 0.9437
5.417, 130, 0.1505, None, None, None, None, None
5.833, 140, 0.1212, None, None, None, None, None
6.000, 144, None, 0.2295, 0.7033, 0.7710, 0.7356, 0.9446
6.250, 150, 0.1073, None, None, None, None, None
6.667, 160, 0.0755, None, None, None, None, None
7.000, 168, None, 0.2889, 0.7491, 0.7517, 0.7504, 0.9424
7.083, 170, 0.1118, None, None, None, None, None
7.500, 180, 0.0814, None, None, None, None, None
7.917, 190, 0.0791, None, None, None, None, None
8.000, 192, None, 0.2827, 0.7277, 0.7710, 0.7487, 0.9451
8.333, 200, 0.0702, None, None, None, None, None
8.750, 210, 0.0725, None, None, None, None, None
9.000, 216, None, 0.2682, 0.7300, 0.7797, 0.7540, 0.9457
9.167, 220, 0.0670, None, None, None, None, None
9.583, 230, 0.0610, None, None, None, None, None
10.000, 240, 0.0570, None, None, None, None, None
10.000, 240, None, 0.2791, 0.7274, 0.7745, 0.7502, 0.9457
10.000, 240, None, None, None, None, None, None
10.000, 240, None, 0.2295, 0.7033, 0.7710, 0.7356, 0.9446

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 2,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.833, 10, 3.5065, None, None, None, None, None
1.000, 12, None, 0.7847, 0.0000, 0.0000, 0.0000, 0.8680
1.667, 20, 0.6427, None, None, None, None, None
2.000, 24, None, 0.5286, 0.3494, 0.0507, 0.0885, 0.8725
2.500, 30, 0.5277, None, None, None, None, None
3.000, 36, None, 0.4275, 0.2490, 0.3112, 0.2766, 0.8939
3.333, 40, 0.4158, None, None, None, None, None
4.000, 48, None, 0.3625, 0.3850, 0.4301, 0.4063, 0.9094
4.167, 50, 0.3171, None, None, None, None, None
5.000, 60, 0.3021, None, None, None, None, None
5.000, 60, None, 0.3316, 0.5135, 0.5647, 0.5379, 0.9220
5.833, 70, 0.2421, None, None, None, None, None
6.000, 72, None, 0.2840, 0.5766, 0.6643, 0.6174, 0.9260
6.667, 80, 0.2120, None, None, None, None, None
7.000, 84, None, 0.2674, 0.6645, 0.7133, 0.6880, 0.9378
7.500, 90, 0.2104, None, None, None, None, None
8.000, 96, None, 0.2793, 0.6987, 0.7500, 0.7234, 0.9390
8.333, 100, 0.1693, None, None, None, None, None
9.000, 108, None, 0.2761, 0.7061, 0.7308, 0.7182, 0.9352
9.167, 110, 0.1603, None, None, None, None, None
10.000, 120, 0.1470, None, None, None, None, None
10.000, 120, None, 0.2771, 0.7145, 0.7395, 0.7268, 0.9382
10.000, 120, None, None, None, None, None, None
10.000, 120, None, 0.2674, 0.6645, 0.7133, 0.6880, 0.9378

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 4,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.833, 10, 3.5052, None, None, None, None, None
1.000, 12, None, 0.7801, 0.0000, 0.0000, 0.0000, 0.8680
1.667, 20, 0.6337, None, None, None, None, None
2.000, 24, None, 0.5196, 0.3179, 0.0839, 0.1328, 0.8750
2.500, 30, 0.5190, None, None, None, None, None
3.000, 36, None, 0.4172, 0.2475, 0.3059, 0.2737, 0.8939
3.333, 40, 0.4062, None, None, None, None, None
4.000, 48, None, 0.3528, 0.4230, 0.4371, 0.4299, 0.9098
4.167, 50, 0.3110, None, None, None, None, None
5.000, 60, 0.2935, None, None, None, None, None
5.000, 60, None, 0.3276, 0.5470, 0.5699, 0.5582, 0.9231
5.833, 70, 0.2381, None, None, None, None, None
6.000, 72, None, 0.2764, 0.6359, 0.7115, 0.6716, 0.9347
6.667, 80, 0.2074, None, None, None, None, None
7.000, 84, None, 0.2622, 0.6823, 0.7360, 0.7082, 0.9386
7.500, 90, 0.2017, None, None, None, None, None
8.000, 96, None, 0.3092, 0.6960, 0.7325, 0.7138, 0.9400
8.333, 100, 0.1649, None, None, None, None, None
9.000, 108, None, 0.2756, 0.7095, 0.7343, 0.7216, 0.9394
9.167, 110, 0.1602, None, None, None, None, None
10.000, 120, 0.1488, None, None, None, None, None
10.000, 120, None, 0.2548, 0.6967, 0.7430, 0.7191, 0.9360
10.000, 120, None, None, None, None, None, None
10.000, 120, None, 0.2548, 0.6967, 0.7430, 0.7191, 0.9360

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 4,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 2,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.000, 6, None, 1.9137, 0.0140, 0.0210, 0.0168, 0.7639
1.667, 10, 2.7958, None, None, None, None, None
2.000, 12, None, 0.6799, 0.0000, 0.0000, 0.0000, 0.8680
3.000, 18, None, 0.5219, 0.4079, 0.0542, 0.0957, 0.8732
3.333, 20, 0.5999, None, None, None, None, None
4.000, 24, None, 0.4562, 0.3073, 0.2955, 0.3012, 0.8944
5.000, 30, 0.3999, None, None, None, None, None
5.000, 30, None, 0.4310, 0.2880, 0.3444, 0.3137, 0.8983
6.000, 36, None, 0.3874, 0.2876, 0.3374, 0.3105, 0.8986
6.667, 40, 0.3486, None, None, None, None, None
7.000, 42, None, 0.3699, 0.4444, 0.4336, 0.4389, 0.9116
8.000, 48, None, 0.3364, 0.4709, 0.5087, 0.4891, 0.9173
8.333, 50, 0.3083, None, None, None, None, None
9.000, 54, None, 0.3314, 0.4829, 0.5175, 0.4996, 0.9184
10.000, 60, 0.2694, None, None, None, None, None
10.000, 60, None, 0.3231, 0.5160, 0.5367, 0.5261, 0.9205
10.000, 60, None, None, None, None, None, None
10.000, 60, None, 0.3231, 0.5160, 0.5367, 0.5261, 0.9205

# Starting new run with hyperparams:
{
  "learning_rate": 5e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.417, 10, 4.0913, None, None, None, None, None
0.833, 20, 1.2557, None, None, None, None, None
1.000, 24, None, 0.6393, 0.0000, 0.0000, 0.0000, 0.8680
1.250, 30, 0.5643, None, None, None, None, None
1.667, 40, 0.3533, None, None, None, None, None
2.000, 48, None, 0.3977, 0.3263, 0.3759, 0.3493, 0.9026
2.083, 50, 0.4398, None, None, None, None, None
2.500, 60, 0.3368, None, None, None, None, None
2.917, 70, 0.2501, None, None, None, None, None
3.000, 72, None, 0.2939, 0.5921, 0.6573, 0.6230, 0.9321
3.333, 80, 0.2741, None, None, None, None, None
3.750, 90, 0.2098, None, None, None, None, None
4.000, 96, None, 0.2590, 0.7081, 0.7378, 0.7226, 0.9426
4.167, 100, 0.1560, None, None, None, None, None
4.583, 110, 0.1738, None, None, None, None, None
5.000, 120, 0.1600, None, None, None, None, None
5.000, 120, None, 0.2934, 0.7375, 0.7465, 0.7420, 0.9433
5.417, 130, 0.1527, None, None, None, None, None
5.833, 140, 0.1173, None, None, None, None, None
6.000, 144, None, 0.2323, 0.7042, 0.7657, 0.7337, 0.9443
6.250, 150, 0.1077, None, None, None, None, None
6.667, 160, 0.0754, None, None, None, None, None
7.000, 168, None, 0.2852, 0.7470, 0.7535, 0.7502, 0.9428
7.083, 170, 0.1103, None, None, None, None, None
7.500, 180, 0.0805, None, None, None, None, None
7.917, 190, 0.0767, None, None, None, None, None
8.000, 192, None, 0.2869, 0.7341, 0.7675, 0.7504, 0.9450
8.333, 200, 0.0697, None, None, None, None, None
8.750, 210, 0.0733, None, None, None, None, None
9.000, 216, None, 0.2708, 0.7331, 0.7780, 0.7549, 0.9460
9.167, 220, 0.0656, None, None, None, None, None
9.583, 230, 0.0614, None, None, None, None, None
10.000, 240, 0.0575, None, None, None, None, None
10.000, 240, None, 0.2793, 0.7348, 0.7797, 0.7566, 0.9453
10.000, 240, None, None, None, None, None, None
10.000, 240, None, 0.2323, 0.7042, 0.7657, 0.7337, 0.9443

# Starting new run with hyperparams:
{
  "learning_rate": 5e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 2,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.833, 10, 3.5065, None, None, None, None, None
1.000, 12, None, 0.7846, 0.0000, 0.0000, 0.0000, 0.8680
1.667, 20, 0.6427, None, None, None, None, None
2.000, 24, None, 0.5288, 0.3671, 0.0507, 0.0891, 0.8725
2.500, 30, 0.5278, None, None, None, None, None
3.000, 36, None, 0.4274, 0.2486, 0.3112, 0.2764, 0.8939
3.333, 40, 0.4157, None, None, None, None, None
4.000, 48, None, 0.3622, 0.3844, 0.4301, 0.4059, 0.9095
4.167, 50, 0.3171, None, None, None, None, None
5.000, 60, 0.3019, None, None, None, None, None
5.000, 60, None, 0.3332, 0.5079, 0.5594, 0.5324, 0.9214
5.833, 70, 0.2419, None, None, None, None, None
6.000, 72, None, 0.2871, 0.5762, 0.6678, 0.6186, 0.9239
6.667, 80, 0.2137, None, None, None, None, None
7.000, 84, None, 0.2670, 0.6591, 0.7063, 0.6819, 0.9372
7.500, 90, 0.2099, None, None, None, None, None
8.000, 96, None, 0.2834, 0.7010, 0.7500, 0.7247, 0.9390
8.333, 100, 0.1691, None, None, None, None, None
9.000, 108, None, 0.2787, 0.7061, 0.7308, 0.7182, 0.9356
9.167, 110, 0.1601, None, None, None, None, None
10.000, 120, 0.1472, None, None, None, None, None
10.000, 120, None, 0.2769, 0.7109, 0.7395, 0.7249, 0.9375
10.000, 120, None, None, None, None, None, None
10.000, 120, None, 0.2670, 0.6591, 0.7063, 0.6819, 0.9372

# Starting new run with hyperparams:
{
  "learning_rate": 5e-05,
  "batch_size": 4,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.833, 10, 3.5052, None, None, None, None, None
1.000, 12, None, 0.7801, 0.0000, 0.0000, 0.0000, 0.8680
1.667, 20, 0.6337, None, None, None, None, None
2.000, 24, None, 0.5196, 0.3179, 0.0839, 0.1328, 0.8750
2.500, 30, 0.5190, None, None, None, None, None
3.000, 36, None, 0.4172, 0.2475, 0.3059, 0.2737, 0.8939
3.333, 40, 0.4062, None, None, None, None, None
4.000, 48, None, 0.3528, 0.4230, 0.4371, 0.4299, 0.9098
4.167, 50, 0.3111, None, None, None, None, None
5.000, 60, 0.2934, None, None, None, None, None
5.000, 60, None, 0.3274, 0.5468, 0.5717, 0.5590, 0.9234
5.833, 70, 0.2382, None, None, None, None, None
6.000, 72, None, 0.2767, 0.6340, 0.7115, 0.6705, 0.9346
6.667, 80, 0.2074, None, None, None, None, None
7.000, 84, None, 0.2623, 0.6840, 0.7378, 0.7098, 0.9388
7.500, 90, 0.2017, None, None, None, None, None
8.000, 96, None, 0.3093, 0.6960, 0.7325, 0.7138, 0.9400
8.333, 100, 0.1648, None, None, None, None, None
9.000, 108, None, 0.2756, 0.7066, 0.7325, 0.7193, 0.9392
9.167, 110, 0.1602, None, None, None, None, None
10.000, 120, 0.1487, None, None, None, None, None
10.000, 120, None, 0.2549, 0.6967, 0.7430, 0.7191, 0.9358
10.000, 120, None, None, None, None, None, None
10.000, 120, None, 0.2549, 0.6967, 0.7430, 0.7191, 0.9358

# Starting new run with hyperparams:
{
  "learning_rate": 5e-05,
  "batch_size": 4,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 2,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.000, 6, None, 1.9137, 0.0140, 0.0210, 0.0168, 0.7640
1.667, 10, 2.7958, None, None, None, None, None
2.000, 12, None, 0.6799, 0.0000, 0.0000, 0.0000, 0.8680
3.000, 18, None, 0.5219, 0.4079, 0.0542, 0.0957, 0.8732
3.333, 20, 0.5998, None, None, None, None, None
4.000, 24, None, 0.4561, 0.3073, 0.2955, 0.3012, 0.8944
5.000, 30, 0.3998, None, None, None, None, None
5.000, 30, None, 0.4311, 0.2880, 0.3444, 0.3137, 0.8983
6.000, 36, None, 0.3874, 0.2866, 0.3357, 0.3092, 0.8984
6.667, 40, 0.3486, None, None, None, None, None
7.000, 42, None, 0.3698, 0.4444, 0.4336, 0.4389, 0.9116
8.000, 48, None, 0.3364, 0.4709, 0.5087, 0.4891, 0.9173
8.333, 50, 0.3083, None, None, None, None, None
9.000, 54, None, 0.3314, 0.4829, 0.5175, 0.4996, 0.9184
10.000, 60, 0.2693, None, None, None, None, None
10.000, 60, None, 0.3231, 0.5151, 0.5367, 0.5257, 0.9203
10.000, 60, None, None, None, None, None, None
10.000, 60, None, 0.3231, 0.5151, 0.5367, 0.5257, 0.9203

# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "cosine",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.208, 10, 3.3172, None, None, None, None, None
0.417, 20, 3.0803, None, None, None, None, None
0.625, 30, 2.6705, None, None, None, None, None
0.833, 40, 2.6442, None, None, None, None, None
1.000, 48, None, 2.2141, 0.0727, 0.4515, 0.1253, 0.4094
1.042, 50, 2.1349, None, None, None, None, None
1.250, 60, 1.6130, None, None, None, None, None
1.458, 70, 1.4289, None, None, None, None, None
1.667, 80, 1.2851, None, None, None, None, None
1.875, 90, 1.0498, None, None, None, None, None
2.000, 96, None, 1.0649, 0.1889, 0.6772, 0.2954, 0.6954
2.083, 100, 0.9418, None, None, None, None, None
2.292, 110, 0.6864, None, None, None, None, None
2.500, 120, 0.6373, None, None, None, None, None
2.708, 130, 0.4713, None, None, None, None, None
2.917, 140, 0.4780, None, None, None, None, None
3.000, 144, None, 0.9067, 0.3815, 0.6847, 0.4900, 0.8491
3.125, 150, 0.3940, None, None, None, None, None
3.333, 160, 0.4796, None, None, None, None, None
3.542, 170, 0.3058, None, None, None, None, None
3.750, 180, 0.2943, None, None, None, None, None
3.958, 190, 0.2586, None, None, None, None, None
4.000, 192, None, 0.7553, 0.3960, 0.6642, 0.4962, 0.8675
4.167, 200, 0.1879, None, None, None, None, None
4.375, 210, 0.2775, None, None, None, None, None
4.583, 220, 0.1936, None, None, None, None, None
4.792, 230, 0.2319, None, None, None, None, None
5.000, 240, 0.1478, None, None, None, None, None
5.000, 240, None, 0.9146, 0.4449, 0.6250, 0.5198, 0.8953
5.208, 250, 0.1268, None, None, None, None, None
5.417, 260, 0.1619, None, None, None, None, None
5.625, 270, 0.1134, None, None, None, None, None
5.833, 280, 0.0748, None, None, None, None, None
6.000, 288, None, 1.0526, 0.5179, 0.6754, 0.5862, 0.9087
6.042, 290, 0.0908, None, None, None, None, None
6.250, 300, 0.0482, None, None, None, None, None
6.458, 310, 0.1243, None, None, None, None, None
6.667, 320, 0.0828, None, None, None, None, None
6.875, 330, 0.0907, None, None, None, None, None
7.000, 336, None, 1.0590, 0.4950, 0.6455, 0.5603, 0.9037
7.083, 340, 0.0788, None, None, None, None, None
7.292, 350, 0.0609, None, None, None, None, None
7.500, 360, 0.0437, None, None, None, None, None
7.708, 370, 0.0412, None, None, None, None, None
7.917, 380, 0.0357, None, None, None, None, None
8.000, 384, None, 1.2143, 0.5593, 0.6866, 0.6164, 0.9224
8.125, 390, 0.0402, None, None, None, None, None
8.333, 400, 0.0372, None, None, None, None, None
8.542, 410, 0.0569, None, None, None, None, None
8.750, 420, 0.0465, None, None, None, None, None
8.958, 430, 0.0398, None, None, None, None, None
9.000, 432, None, 1.2344, 0.5752, 0.6922, 0.6283, 0.9253
9.167, 440, 0.0460, None, None, None, None, None
9.375, 450, 0.0299, None, None, None, None, None
9.583, 460, 0.0381, None, None, None, None, None
9.792, 470, 0.0295, None, None, None, None, None
10.000, 480, 0.0396, None, None, None, None, None
10.000, 480, None, 1.2445, 0.5770, 0.6922, 0.6293, 0.9260
10.000, 480, None, None, None, None, None, None
10.000, 480, None, 1.2445, 0.5770, 0.6922, 0.6293, 0.9260

# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "cosine",
  "fold": 2
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2869, None, None, None, None, None
0.408, 20, 3.2307, None, None, None, None, None
0.612, 30, 2.7948, None, None, None, None, None
0.816, 40, 2.4717, None, None, None, None, None
1.000, 49, None, 2.1857, 0.0429, 0.4397, 0.0781, 0.1567
1.020, 50, 2.2007, None, None, None, None, None
1.224, 60, 1.7742, None, None, None, None, None
1.429, 70, 1.5438, None, None, None, None, None
1.633, 80, 1.4073, None, None, None, None, None
1.837, 90, 1.1307, None, None, None, None, None
2.000, 98, None, 1.1992, 0.1827, 0.6809, 0.2881, 0.7152
2.041, 100, 0.9903, None, None, None, None, None
2.245, 110, 0.6386, None, None, None, None, None
2.449, 120, 0.5683, None, None, None, None, None
2.653, 130, 0.6106, None, None, None, None, None
2.857, 140, 0.5790, None, None, None, None, None
3.000, 147, None, 1.1913, 0.1710, 0.6231, 0.2684, 0.5143
3.061, 150, 0.4393, None, None, None, None, None
3.265, 160, 0.3626, None, None, None, None, None
3.469, 170, 0.3707, None, None, None, None, None
3.673, 180, 0.3218, None, None, None, None, None
3.878, 190, 0.2597, None, None, None, None, None
