
# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "cosine",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
2.449, 120, 0.7045, None, None, None, None, None
2.653, 130, 0.6822, None, None, None, None, None
2.857, 140, 0.7314, None, None, None, None, None
3.000, 147, None, 0.5527, 0.2291, 0.6972, 0.3449, 0.6951
3.061, 150, 0.4409, None, None, None, None, None
3.265, 160, 0.4636, None, None, None, None, None
3.469, 170, 0.3890, None, None, None, None, None
3.673, 180, 0.3816, None, None, None, None, None
3.878, 190, 0.2771, None, None, None, None, None
4.000, 196, None, 0.4079, 0.1945, 0.6224, 0.2964, 0.6558
4.082, 200, 0.3581, None, None, None, None, None
4.286, 210, 0.2273, None, None, None, None, None
4.490, 220, 0.2517, None, None, None, None, None
4.694, 230, 0.1845, None, None, None, None, None
4.898, 240, 0.3537, None, None, None, None, None
5.000, 245, None, 0.4481, 0.2646, 0.6617, 0.3780, 0.6532
5.102, 250, 0.2975, None, None, None, None, None
5.306, 260, 0.1775, None, None, None, None, None
5.510, 270, 0.2096, None, None, None, None, None
5.714, 280, 0.1978, None, None, None, None, None
5.918, 290, 0.1181, None, None, None, None, None
6.000, 294, None, 0.4363, 0.4714, 0.7234, 0.5708, 0.8797
6.122, 300, 0.1036, None, None, None, None, None
6.327, 310, 0.1211, None, None, None, None, None
6.531, 320, 0.1632, None, None, None, None, None
6.735, 330, 0.1156, None, None, None, None, None
6.939, 340, 0.0605, None, None, None, None, None
7.000, 343, None, 0.5209, 0.5586, 0.7664, 0.6462, 0.9080
7.143, 350, 0.1061, None, None, None, None, None
7.347, 360, 0.0744, None, None, None, None, None
7.551, 370, 0.0566, None, None, None, None, None
7.755, 380, 0.0960, None, None, None, None, None
7.959, 390, 0.0282, None, None, None, None, None
8.000, 392, None, 0.5297, 0.5397, 0.7364, 0.6229, 0.9076
8.163, 400, 0.0887, None, None, None, None, None
8.367, 410, 0.0618, None, None, None, None, None
8.571, 420, 0.0559, None, None, None, None, None
8.776, 430, 0.1091, None, None, None, None, None
8.980, 440, 0.0726, None, None, None, None, None
9.000, 441, None, 0.5521, 0.5760, 0.7720, 0.6597, 0.9149
9.184, 450, 0.0976, None, None, None, None, None
9.388, 460, 0.0321, None, None, None, None, None
9.592, 470, 0.0277, None, None, None, None, None
9.796, 480, 0.0307, None, None, None, None, None
10.000, 490, 0.1056, None, None, None, None, None
10.000, 490, None, 0.5596, 0.5761, 0.7645, 0.6570, 0.9159
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 0.5596, 0.5761, 0.7645, 0.6570, 0.9159

# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "cosine",
  "fold": 4
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2728, None, None, None, None, None
0.408, 20, 3.0711, None, None, None, None, None
0.612, 30, 2.9175, None, None, None, None, None
0.816, 40, 2.5615, None, None, None, None, None
1.000, 49, None, 2.1547, 0.0480, 0.3543, 0.0845, 0.3961
1.020, 50, 2.2635, None, None, None, None, None
1.224, 60, 1.7294, None, None, None, None, None
1.429, 70, 1.6342, None, None, None, None, None
1.633, 80, 1.1587, None, None, None, None, None
1.837, 90, 1.4130, None, None, None, None, None
2.000, 98, None, 1.1916, 0.1503, 0.5739, 0.2382, 0.6518
2.041, 100, 0.8570, None, None, None, None, None
2.245, 110, 0.6955, None, None, None, None, None
2.449, 120, 0.5974, None, None, None, None, None
2.653, 130, 0.4256, None, None, None, None, None
2.857, 140, 0.5381, None, None, None, None, None
3.000, 147, None, 1.0783, 0.2525, 0.6130, 0.3576, 0.7072
3.061, 150, 0.4987, None, None, None, None, None
3.265, 160, 0.3244, None, None, None, None, None
3.469, 170, 0.2818, None, None, None, None, None
3.673, 180, 0.2395, None, None, None, None, None
3.878, 190, 0.3782, None, None, None, None, None
4.000, 196, None, 0.9302, 0.2922, 0.6478, 0.4027, 0.8491
4.082, 200, 0.3503, None, None, None, None, None
4.286, 210, 0.1360, None, None, None, None, None
4.490, 220, 0.2011, None, None, None, None, None
4.694, 230, 0.2191, None, None, None, None, None
4.898, 240, 0.2038, None, None, None, None, None
5.000, 245, None, 1.2395, 0.2948, 0.5870, 0.3924, 0.8236
5.102, 250, 0.1712, None, None, None, None, None
5.306, 260, 0.1212, None, None, None, None, None
5.510, 270, 0.1339, None, None, None, None, None
5.714, 280, 0.1737, None, None, None, None, None
5.918, 290, 0.1145, None, None, None, None, None
6.000, 294, None, 1.3507, 0.4256, 0.6283, 0.5075, 0.8742
6.122, 300, 0.0950, None, None, None, None, None
6.327, 310, 0.0388, None, None, None, None, None
6.531, 320, 0.0930, None, None, None, None, None
6.735, 330, 0.1195, None, None, None, None, None
6.939, 340, 0.1083, None, None, None, None, None
7.000, 343, None, 1.3651, 0.4448, 0.6391, 0.5245, 0.8992
7.143, 350, 0.0776, None, None, None, None, None
7.347, 360, 0.0694, None, None, None, None, None
7.551, 370, 0.0819, None, None, None, None, None
7.755, 380, 0.0837, None, None, None, None, None
7.959, 390, 0.0264, None, None, None, None, None
8.000, 392, None, 1.3165, 0.5532, 0.6783, 0.6094, 0.9387
8.163, 400, 0.0408, None, None, None, None, None
8.367, 410, 0.0733, None, None, None, None, None
8.571, 420, 0.0323, None, None, None, None, None
8.776, 430, 0.0896, None, None, None, None, None
8.980, 440, 0.0196, None, None, None, None, None
9.000, 441, None, 1.3486, 0.5358, 0.6826, 0.6004, 0.9314
9.184, 450, 0.0374, None, None, None, None, None
9.388, 460, 0.0270, None, None, None, None, None
9.592, 470, 0.0418, None, None, None, None, None
9.796, 480, 0.0358, None, None, None, None, None
10.000, 490, 0.0845, None, None, None, None, None
10.000, 490, None, 1.3800, 0.5709, 0.7000, 0.6289, 0.9403
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 1.3800, 0.5709, 0.7000, 0.6289, 0.9403

# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "cosine",
  "fold": 5
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.3034, None, None, None, None, None
0.408, 20, 3.0937, None, None, None, None, None
0.612, 30, 2.9349, None, None, None, None, None
0.816, 40, 2.6327, None, None, None, None, None
1.000, 49, None, 2.0128, 0.0558, 0.5178, 0.1007, 0.2252
1.020, 50, 2.4058, None, None, None, None, None
1.224, 60, 1.9065, None, None, None, None, None
1.429, 70, 1.4063, None, None, None, None, None
1.633, 80, 1.3480, None, None, None, None, None
1.837, 90, 1.1309, None, None, None, None, None
2.000, 98, None, 1.0339, 0.1763, 0.6467, 0.2770, 0.7023
2.041, 100, 1.2468, None, None, None, None, None
2.245, 110, 0.7139, None, None, None, None, None
2.449, 120, 0.6023, None, None, None, None, None
2.653, 130, 0.7142, None, None, None, None, None
2.857, 140, 0.6920, None, None, None, None, None
3.000, 147, None, 0.7059, 0.2705, 0.7622, 0.3993, 0.7461
3.061, 150, 0.4796, None, None, None, None, None
3.265, 160, 0.4122, None, None, None, None, None
3.469, 170, 0.3771, None, None, None, None, None
3.673, 180, 0.3338, None, None, None, None, None
3.878, 190, 0.2976, None, None, None, None, None
4.000, 196, None, 0.7366, 0.2216, 0.6333, 0.3283, 0.6989
4.082, 200, 0.3116, None, None, None, None, None
4.286, 210, 0.1601, None, None, None, None, None
4.490, 220, 0.2776, None, None, None, None, None
4.694, 230, 0.1616, None, None, None, None, None
4.898, 240, 0.2771, None, None, None, None, None
5.000, 245, None, 0.7082, 0.3228, 0.6800, 0.4378, 0.8216
5.102, 250, 0.1790, None, None, None, None, None
5.306, 260, 0.1031, None, None, None, None, None
5.510, 270, 0.1365, None, None, None, None, None
5.714, 280, 0.2859, None, None, None, None, None
5.918, 290, 0.0848, None, None, None, None, None
6.000, 294, None, 0.9164, 0.5354, 0.7400, 0.6213, 0.9141
6.122, 300, 0.0927, None, None, None, None, None
6.327, 310, 0.0607, None, None, None, None, None
6.531, 320, 0.1172, None, None, None, None, None
6.735, 330, 0.1126, None, None, None, None, None
6.939, 340, 0.0899, None, None, None, None, None
7.000, 343, None, 0.9090, 0.5475, 0.7556, 0.6349, 0.9135
7.143, 350, 0.0975, None, None, None, None, None
7.347, 360, 0.0813, None, None, None, None, None
7.551, 370, 0.0555, None, None, None, None, None
7.755, 380, 0.0648, None, None, None, None, None
7.959, 390, 0.0325, None, None, None, None, None
8.000, 392, None, 0.9983, 0.5922, 0.7711, 0.6699, 0.9280
8.163, 400, 0.0310, None, None, None, None, None
8.367, 410, 0.0414, None, None, None, None, None
8.571, 420, 0.0545, None, None, None, None, None
8.776, 430, 0.0893, None, None, None, None, None
8.980, 440, 0.0437, None, None, None, None, None
9.000, 441, None, 0.9991, 0.5945, 0.7756, 0.6731, 0.9261
9.184, 450, 0.0597, None, None, None, None, None
9.388, 460, 0.0482, None, None, None, None, None
9.592, 470, 0.0215, None, None, None, None, None
9.796, 480, 0.0313, None, None, None, None, None
10.000, 490, 0.0713, None, None, None, None, None
10.000, 490, None, 1.0062, 0.5956, 0.7756, 0.6737, 0.9272
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 1.0062, 0.5956, 0.7756, 0.6737, 0.9272

# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "linear",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.208, 10, 3.3576, None, None, None, None, None
0.417, 20, 3.1316, None, None, None, None, None
0.625, 30, 2.7200, None, None, None, None, None
0.833, 40, 2.7117, None, None, None, None, None
1.000, 48, None, 2.3677, 0.0410, 0.3713, 0.0738, 0.0974
1.042, 50, 2.2645, None, None, None, None, None
1.250, 60, 1.7316, None, None, None, None, None
1.458, 70, 1.5697, None, None, None, None, None
1.667, 80, 1.3886, None, None, None, None, None
1.875, 90, 1.0964, None, None, None, None, None
2.000, 96, None, 1.1790, 0.1685, 0.7034, 0.2719, 0.6343
2.083, 100, 1.0302, None, None, None, None, None
2.292, 110, 0.7668, None, None, None, None, None
2.500, 120, 0.6426, None, None, None, None, None
2.708, 130, 0.5181, None, None, None, None, None
2.917, 140, 0.4987, None, None, None, None, None
3.000, 144, None, 0.9413, 0.2785, 0.7201, 0.4017, 0.8030
3.125, 150, 0.4176, None, None, None, None, None
3.333, 160, 0.4838, None, None, None, None, None
3.542, 170, 0.3287, None, None, None, None, None
3.750, 180, 0.3050, None, None, None, None, None
3.958, 190, 0.4192, None, None, None, None, None
4.000, 192, None, 0.7808, 0.2551, 0.6567, 0.3674, 0.7631
4.167, 200, 0.2456, None, None, None, None, None
4.375, 210, 0.3216, None, None, None, None, None
4.583, 220, 0.1906, None, None, None, None, None
4.792, 230, 0.2074, None, None, None, None, None
5.000, 240, 0.2456, None, None, None, None, None
5.000, 240, None, 0.9620, 0.3386, 0.6343, 0.4416, 0.8657
5.208, 250, 0.1624, None, None, None, None, None
5.417, 260, 0.1418, None, None, None, None, None
5.625, 270, 0.1436, None, None, None, None, None
5.833, 280, 0.0921, None, None, None, None, None
6.000, 288, None, 1.2293, 0.5648, 0.6996, 0.6250, 0.9239
6.042, 290, 0.1123, None, None, None, None, None
6.250, 300, 0.0657, None, None, None, None, None
6.458, 310, 0.1242, None, None, None, None, None
6.667, 320, 0.1107, None, None, None, None, None
6.875, 330, 0.1079, None, None, None, None, None
7.000, 336, None, 1.1761, 0.4146, 0.6026, 0.4913, 0.8820
7.083, 340, 0.0868, None, None, None, None, None
7.292, 350, 0.1014, None, None, None, None, None
7.500, 360, 0.0695, None, None, None, None, None
7.708, 370, 0.0610, None, None, None, None, None
7.917, 380, 0.0407, None, None, None, None, None
8.000, 384, None, 1.1757, 0.4932, 0.6735, 0.5694, 0.9002
8.125, 390, 0.0510, None, None, None, None, None
8.333, 400, 0.0464, None, None, None, None, None
8.542, 410, 0.0476, None, None, None, None, None
8.750, 420, 0.0558, None, None, None, None, None
8.958, 430, 0.0543, None, None, None, None, None
9.000, 432, None, 1.3003, 0.5174, 0.6642, 0.5817, 0.9159
9.167, 440, 0.0314, None, None, None, None, None
9.375, 450, 0.0312, None, None, None, None, None
9.583, 460, 0.0562, None, None, None, None, None
9.792, 470, 0.0220, None, None, None, None, None
10.000, 480, 0.0426, None, None, None, None, None
10.000, 480, None, 1.3111, 0.5383, 0.6810, 0.6013, 0.9181
10.000, 480, None, None, None, None, None, None
10.000, 480, None, 1.3111, 0.5383, 0.6810, 0.6013, 0.9181

# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "linear",
  "fold": 2
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2870, None, None, None, None, None
0.408, 20, 3.2308, None, None, None, None, None
0.612, 30, 2.7949, None, None, None, None, None
0.816, 40, 2.4718, None, None, None, None, None
1.000, 49, None, 2.1857, 0.0428, 0.4397, 0.0781, 0.1569
1.020, 50, 2.2006, None, None, None, None, None
1.224, 60, 1.7751, None, None, None, None, None
1.429, 70, 1.5445, None, None, None, None, None
1.633, 80, 1.4069, None, None, None, None, None
1.837, 90, 1.1290, None, None, None, None, None
2.000, 98, None, 1.2049, 0.1887, 0.6859, 0.2959, 0.7233
2.041, 100, 0.9961, None, None, None, None, None
2.245, 110, 0.6310, None, None, None, None, None
2.449, 120, 0.5720, None, None, None, None, None
2.653, 130, 0.6195, None, None, None, None, None
2.857, 140, 0.5799, None, None, None, None, None
3.000, 147, None, 1.1415, 0.1695, 0.6206, 0.2663, 0.5439
3.061, 150, 0.4421, None, None, None, None, None
3.265, 160, 0.3793, None, None, None, None, None
3.469, 170, 0.4067, None, None, None, None, None
3.673, 180, 0.3515, None, None, None, None, None
3.878, 190, 0.2772, None, None, None, None, None
4.000, 196, None, 1.0501, 0.2396, 0.6935, 0.3561, 0.6357
4.082, 200, 0.3372, None, None, None, None, None
4.286, 210, 0.1630, None, None, None, None, None
4.490, 220, 0.2512, None, None, None, None, None
4.694, 230, 0.1802, None, None, None, None, None
4.898, 240, 0.2539, None, None, None, None, None
5.000, 245, None, 1.0515, 0.2827, 0.5804, 0.3802, 0.7752
5.102, 250, 0.1945, None, None, None, None, None
5.306, 260, 0.1458, None, None, None, None, None
5.510, 270, 0.1290, None, None, None, None, None
5.714, 280, 0.1277, None, None, None, None, None
5.918, 290, 0.1405, None, None, None, None, None
6.000, 294, None, 1.1511, 0.3752, 0.6834, 0.4844, 0.8267
6.122, 300, 0.1622, None, None, None, None, None
6.327, 310, 0.0696, None, None, None, None, None
6.531, 320, 0.0947, None, None, None, None, None
6.735, 330, 0.1034, None, None, None, None, None
6.939, 340, 0.1853, None, None, None, None, None
7.000, 343, None, 1.4294, 0.4863, 0.6683, 0.5630, 0.9031
7.143, 350, 0.0761, None, None, None, None, None
7.347, 360, 0.0927, None, None, None, None, None
7.551, 370, 0.0881, None, None, None, None, None
7.755, 380, 0.1318, None, None, None, None, None
7.959, 390, 0.0197, None, None, None, None, None
8.000, 392, None, 1.6561, 0.5556, 0.6784, 0.6109, 0.9238
8.163, 400, 0.0445, None, None, None, None, None
8.367, 410, 0.0494, None, None, None, None, None
8.571, 420, 0.0821, None, None, None, None, None
8.776, 430, 0.1027, None, None, None, None, None
8.980, 440, 0.0561, None, None, None, None, None
9.000, 441, None, 1.5435, 0.5400, 0.6784, 0.6013, 0.9115
9.184, 450, 0.0958, None, None, None, None, None
9.388, 460, 0.0232, None, None, None, None, None
9.592, 470, 0.0204, None, None, None, None, None
9.796, 480, 0.0419, None, None, None, None, None
10.000, 490, 0.0648, None, None, None, None, None
10.000, 490, None, 1.5846, 0.5592, 0.6884, 0.6171, 0.9155
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 1.5846, 0.5592, 0.6884, 0.6171, 0.9155

# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "linear",
  "fold": 3
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.3242, None, None, None, None, None
0.408, 20, 3.1308, None, None, None, None, None
0.612, 30, 2.7688, None, None, None, None, None
0.816, 40, 2.7048, None, None, None, None, None
1.000, 49, None, 1.9304, 0.0705, 0.5234, 0.1243, 0.1478
1.020, 50, 2.3554, None, None, None, None, None
1.224, 60, 1.8398, None, None, None, None, None
1.429, 70, 1.5922, None, None, None, None, None
1.633, 80, 1.4275, None, None, None, None, None
1.837, 90, 1.0974, None, None, None, None, None
2.000, 98, None, 0.9938, 0.1340, 0.6393, 0.2216, 0.1473
2.041, 100, 1.3049, None, None, None, None, None
2.245, 110, 0.7791, None, None, None, None, None
2.449, 120, 0.7053, None, None, None, None, None
2.653, 130, 0.6722, None, None, None, None, None
2.857, 140, 0.7332, None, None, None, None, None
3.000, 147, None, 0.5450, 0.2349, 0.7215, 0.3545, 0.7035
3.061, 150, 0.4403, None, None, None, None, None
3.265, 160, 0.4422, None, None, None, None, None
3.469, 170, 0.3966, None, None, None, None, None
3.673, 180, 0.3890, None, None, None, None, None
3.878, 190, 0.3060, None, None, None, None, None
4.000, 196, None, 0.4208, 0.2271, 0.6636, 0.3384, 0.7070
4.082, 200, 0.3603, None, None, None, None, None
4.286, 210, 0.2262, None, None, None, None, None
4.490, 220, 0.2862, None, None, None, None, None
4.694, 230, 0.1883, None, None, None, None, None
4.898, 240, 0.3574, None, None, None, None, None
5.000, 245, None, 0.4450, 0.2656, 0.6673, 0.3800, 0.6473
5.102, 250, 0.3240, None, None, None, None, None
5.306, 260, 0.1731, None, None, None, None, None
5.510, 270, 0.2238, None, None, None, None, None
5.714, 280, 0.1963, None, None, None, None, None
5.918, 290, 0.1227, None, None, None, None, None
6.000, 294, None, 0.4327, 0.4515, 0.7047, 0.5504, 0.8801
6.122, 300, 0.1076, None, None, None, None, None
6.327, 310, 0.1316, None, None, None, None, None
6.531, 320, 0.1477, None, None, None, None, None
6.735, 330, 0.1197, None, None, None, None, None
6.939, 340, 0.0638, None, None, None, None, None
7.000, 343, None, 0.5018, 0.5434, 0.7720, 0.6378, 0.9014
7.143, 350, 0.1451, None, None, None, None, None
7.347, 360, 0.0793, None, None, None, None, None
7.551, 370, 0.0636, None, None, None, None, None
7.755, 380, 0.0961, None, None, None, None, None
7.959, 390, 0.0331, None, None, None, None, None
8.000, 392, None, 0.5106, 0.5383, 0.7495, 0.6266, 0.9033
8.163, 400, 0.0728, None, None, None, None, None
8.367, 410, 0.0660, None, None, None, None, None
8.571, 420, 0.0833, None, None, None, None, None
8.776, 430, 0.0976, None, None, None, None, None
8.980, 440, 0.0712, None, None, None, None, None
