
# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "cosine",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
2.449, 120, 0.7199, None, None, None, None, None
2.653, 130, 0.5180, None, None, None, None, None
2.857, 140, 0.5903, None, None, None, None, None
3.000, 147, None, 1.7724, 0.1259, 0.4737, 0.1989, 0.7276
3.061, 150, 0.6326, None, None, None, None, None
3.265, 160, 0.3153, None, None, None, None, None
3.469, 170, 0.3622, None, None, None, None, None
3.673, 180, 0.2428, None, None, None, None, None
3.878, 190, 0.3029, None, None, None, None, None
4.000, 196, None, 1.8454, 0.2749, 0.5464, 0.3658, 0.8858
4.082, 200, 0.3267, None, None, None, None, None
4.286, 210, 0.1064, None, None, None, None, None
4.490, 220, 0.2323, None, None, None, None, None
4.694, 230, 0.2777, None, None, None, None, None
4.898, 240, 0.2758, None, None, None, None, None
5.000, 245, None, 1.7935, 0.2164, 0.5038, 0.3027, 0.8218
5.102, 250, 0.1371, None, None, None, None, None
5.306, 260, 0.2097, None, None, None, None, None
5.510, 270, 0.1101, None, None, None, None, None
5.714, 280, 0.1457, None, None, None, None, None
5.918, 290, 0.1508, None, None, None, None, None
6.000, 294, None, 2.0135, 0.3748, 0.5739, 0.4535, 0.9171
6.122, 300, 0.1025, None, None, None, None, None
6.327, 310, 0.0258, None, None, None, None, None
6.531, 320, 0.0775, None, None, None, None, None
6.735, 330, 0.1232, None, None, None, None, None
6.939, 340, 0.0376, None, None, None, None, None
7.000, 343, None, 2.0828, 0.4424, 0.6065, 0.5116, 0.9298
7.143, 350, 0.0668, None, None, None, None, None
7.347, 360, 0.0496, None, None, None, None, None
7.551, 370, 0.0575, None, None, None, None, None
7.755, 380, 0.0656, None, None, None, None, None
7.959, 390, 0.0106, None, None, None, None, None
8.000, 392, None, 2.1311, 0.4667, 0.6316, 0.5367, 0.9299
8.163, 400, 0.0329, None, None, None, None, None
8.367, 410, 0.0315, None, None, None, None, None
8.571, 420, 0.0308, None, None, None, None, None
8.776, 430, 0.0918, None, None, None, None, None
8.980, 440, 0.0094, None, None, None, None, None
9.000, 441, None, 2.3862, 0.5102, 0.6291, 0.5634, 0.9394
9.184, 450, 0.0167, None, None, None, None, None
9.388, 460, 0.0086, None, None, None, None, None
9.592, 470, 0.0319, None, None, None, None, None
9.796, 480, 0.0381, None, None, None, None, None
10.000, 490, 0.0469, None, None, None, None, None
10.000, 490, None, 2.4053, 0.5186, 0.6291, 0.5685, 0.9405
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 2.4053, 0.5186, 0.6291, 0.5685, 0.9405

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "cosine",
  "fold": 5
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2479, None, None, None, None, None
0.408, 20, 3.0231, None, None, None, None, None
0.612, 30, 2.9688, None, None, None, None, None
0.816, 40, 2.6554, None, None, None, None, None
1.000, 49, None, 2.2040, 0.0307, 0.2595, 0.0548, 0.4136
1.020, 50, 2.6765, None, None, None, None, None
1.224, 60, 2.1101, None, None, None, None, None
1.429, 70, 1.6321, None, None, None, None, None
1.633, 80, 1.6963, None, None, None, None, None
1.837, 90, 1.5775, None, None, None, None, None
2.000, 98, None, 1.2947, 0.0832, 0.4733, 0.1416, 0.5895
2.041, 100, 1.6408, None, None, None, None, None
2.245, 110, 0.7248, None, None, None, None, None
2.449, 120, 0.7154, None, None, None, None, None
2.653, 130, 0.8852, None, None, None, None, None
2.857, 140, 0.7220, None, None, None, None, None
3.000, 147, None, 1.0322, 0.2343, 0.6565, 0.3454, 0.8120
3.061, 150, 0.6134, None, None, None, None, None
3.265, 160, 0.3860, None, None, None, None, None
3.469, 170, 0.3215, None, None, None, None, None
3.673, 180, 0.4095, None, None, None, None, None
3.878, 190, 0.3261, None, None, None, None, None
4.000, 196, None, 0.7805, 0.1567, 0.6260, 0.2506, 0.5654
4.082, 200, 0.2925, None, None, None, None, None
4.286, 210, 0.1871, None, None, None, None, None
4.490, 220, 0.2053, None, None, None, None, None
4.694, 230, 0.2356, None, None, None, None, None
4.898, 240, 0.2811, None, None, None, None, None
5.000, 245, None, 1.0253, 0.2435, 0.6641, 0.3563, 0.7822
5.102, 250, 0.2383, None, None, None, None, None
5.306, 260, 0.1946, None, None, None, None, None
5.510, 270, 0.1444, None, None, None, None, None
5.714, 280, 0.2595, None, None, None, None, None
5.918, 290, 0.0731, None, None, None, None, None
6.000, 294, None, 1.0808, 0.4417, 0.7328, 0.5512, 0.8996
6.122, 300, 0.0525, None, None, None, None, None
6.327, 310, 0.0925, None, None, None, None, None
6.531, 320, 0.1407, None, None, None, None, None
6.735, 330, 0.1183, None, None, None, None, None
6.939, 340, 0.0782, None, None, None, None, None
7.000, 343, None, 1.1762, 0.5331, 0.7583, 0.6261, 0.9209
7.143, 350, 0.0486, None, None, None, None, None
7.347, 360, 0.1057, None, None, None, None, None
7.551, 370, 0.0391, None, None, None, None, None
7.755, 380, 0.0555, None, None, None, None, None
7.959, 390, 0.0234, None, None, None, None, None
8.000, 392, None, 1.2668, 0.5797, 0.7684, 0.6608, 0.9306
8.163, 400, 0.0265, None, None, None, None, None
8.367, 410, 0.0245, None, None, None, None, None
8.571, 420, 0.0357, None, None, None, None, None
8.776, 430, 0.0497, None, None, None, None, None
8.980, 440, 0.0563, None, None, None, None, None
9.000, 441, None, 1.4116, 0.6297, 0.7659, 0.6912, 0.9366
9.184, 450, 0.0478, None, None, None, None, None
9.388, 460, 0.0322, None, None, None, None, None
9.592, 470, 0.0150, None, None, None, None, None
9.796, 480, 0.0152, None, None, None, None, None
10.000, 490, 0.0450, None, None, None, None, None
10.000, 490, None, 1.4168, 0.6331, 0.7684, 0.6943, 0.9368
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 1.4168, 0.6331, 0.7684, 0.6943, 0.9368

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "linear",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.208, 10, 3.2324, None, None, None, None, None
0.417, 20, 2.9755, None, None, None, None, None
0.625, 30, 2.7956, None, None, None, None, None
0.833, 40, 2.7655, None, None, None, None, None
1.000, 48, None, 2.4478, 0.0304, 0.2638, 0.0545, 0.3357
1.042, 50, 2.3136, None, None, None, None, None
1.250, 60, 1.8387, None, None, None, None, None
1.458, 70, 1.8038, None, None, None, None, None
1.667, 80, 1.5658, None, None, None, None, None
1.875, 90, 1.4252, None, None, None, None, None
2.000, 96, None, 1.6503, 0.0839, 0.4489, 0.1414, 0.3639
2.083, 100, 1.0618, None, None, None, None, None
2.292, 110, 0.6236, None, None, None, None, None
2.500, 120, 0.8217, None, None, None, None, None
2.708, 130, 0.4542, None, None, None, None, None
2.917, 140, 0.5097, None, None, None, None, None
3.000, 144, None, 1.3238, 0.1329, 0.5213, 0.2118, 0.6417
3.125, 150, 0.5323, None, None, None, None, None
3.333, 160, 0.2903, None, None, None, None, None
3.542, 170, 0.2630, None, None, None, None, None
3.750, 180, 0.2562, None, None, None, None, None
3.958, 190, 0.2399, None, None, None, None, None
4.000, 192, None, 1.4428, 0.2643, 0.5213, 0.3508, 0.8445
4.167, 200, 0.1473, None, None, None, None, None
4.375, 210, 0.1421, None, None, None, None, None
4.583, 220, 0.1145, None, None, None, None, None
4.792, 230, 0.1631, None, None, None, None, None
5.000, 240, 0.1031, None, None, None, None, None
5.000, 240, None, 1.4987, 0.3321, 0.5617, 0.4174, 0.8888
5.208, 250, 0.1093, None, None, None, None, None
5.417, 260, 0.0594, None, None, None, None, None
5.625, 270, 0.0649, None, None, None, None, None
5.833, 280, 0.1333, None, None, None, None, None
6.000, 288, None, 1.7643, 0.4515, 0.6340, 0.5274, 0.9160
6.042, 290, 0.0380, None, None, None, None, None
6.250, 300, 0.0439, None, None, None, None, None
6.458, 310, 0.0455, None, None, None, None, None
6.667, 320, 0.0615, None, None, None, None, None
6.875, 330, 0.0742, None, None, None, None, None
7.000, 336, None, 1.9238, 0.4759, 0.6298, 0.5421, 0.9251
7.083, 340, 0.0465, None, None, None, None, None
7.292, 350, 0.0433, None, None, None, None, None
7.500, 360, 0.0257, None, None, None, None, None
7.708, 370, 0.0453, None, None, None, None, None
7.917, 380, 0.0123, None, None, None, None, None
8.000, 384, None, 2.0276, 0.4932, 0.6170, 0.5482, 0.9279
8.125, 390, 0.0483, None, None, None, None, None
8.333, 400, 0.0135, None, None, None, None, None
8.542, 410, 0.0179, None, None, None, None, None
8.750, 420, 0.0477, None, None, None, None, None
8.958, 430, 0.0432, None, None, None, None, None
9.000, 432, None, 2.1006, 0.5239, 0.6298, 0.5720, 0.9303
9.167, 440, 0.0060, None, None, None, None, None
9.375, 450, 0.0066, None, None, None, None, None
9.583, 460, 0.0437, None, None, None, None, None
9.792, 470, 0.0169, None, None, None, None, None
10.000, 480, 0.0141, None, None, None, None, None
10.000, 480, None, 2.1988, 0.5338, 0.6213, 0.5742, 0.9322
10.000, 480, None, None, None, None, None, None
10.000, 480, None, 2.1988, 0.5338, 0.6213, 0.5742, 0.9322

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "linear",
  "fold": 2
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2431, None, None, None, None, None
0.408, 20, 3.0333, None, None, None, None, None
0.612, 30, 2.9314, None, None, None, None, None
0.816, 40, 2.6891, None, None, None, None, None
1.000, 49, None, 2.5077, 0.0260, 0.1891, 0.0457, 0.4600
1.020, 50, 2.4528, None, None, None, None, None
1.224, 60, 2.0573, None, None, None, None, None
1.429, 70, 1.9794, None, None, None, None, None
1.633, 80, 1.6306, None, None, None, None, None
1.837, 90, 1.2746, None, None, None, None, None
2.000, 98, None, 1.7765, 0.0661, 0.3668, 0.1120, 0.5844
2.041, 100, 1.5245, None, None, None, None, None
2.245, 110, 0.8104, None, None, None, None, None
2.449, 120, 0.7205, None, None, None, None, None
2.653, 130, 0.9210, None, None, None, None, None
2.857, 140, 0.6301, None, None, None, None, None
3.000, 147, None, 1.5084, 0.1133, 0.5158, 0.1858, 0.6629
3.061, 150, 0.5273, None, None, None, None, None
3.265, 160, 0.3573, None, None, None, None, None
3.469, 170, 0.4490, None, None, None, None, None
3.673, 180, 0.3204, None, None, None, None, None
3.878, 190, 0.3380, None, None, None, None, None
4.000, 196, None, 1.5436, 0.1055, 0.4355, 0.1698, 0.5212
4.082, 200, 0.4632, None, None, None, None, None
4.286, 210, 0.1320, None, None, None, None, None
4.490, 220, 0.1640, None, None, None, None, None
4.694, 230, 0.2421, None, None, None, None, None
4.898, 240, 0.3522, None, None, None, None, None
5.000, 245, None, 1.6514, 0.2727, 0.5673, 0.3684, 0.8329
5.102, 250, 0.2074, None, None, None, None, None
5.306, 260, 0.0967, None, None, None, None, None
5.510, 270, 0.0645, None, None, None, None, None
5.714, 280, 0.1581, None, None, None, None, None
5.918, 290, 0.1521, None, None, None, None, None
6.000, 294, None, 1.6071, 0.3079, 0.6361, 0.4150, 0.8310
6.122, 300, 0.1616, None, None, None, None, None
6.327, 310, 0.0960, None, None, None, None, None
6.531, 320, 0.0703, None, None, None, None, None
6.735, 330, 0.1174, None, None, None, None, None
6.939, 340, 0.2353, None, None, None, None, None
7.000, 343, None, 2.1427, 0.3362, 0.5587, 0.4198, 0.8729
7.143, 350, 0.1007, None, None, None, None, None
7.347, 360, 0.0788, None, None, None, None, None
7.551, 370, 0.0944, None, None, None, None, None
7.755, 380, 0.0852, None, None, None, None, None
7.959, 390, 0.0067, None, None, None, None, None
8.000, 392, None, 2.1427, 0.4772, 0.6304, 0.5432, 0.9155
8.163, 400, 0.0345, None, None, None, None, None
8.367, 410, 0.0324, None, None, None, None, None
8.571, 420, 0.0743, None, None, None, None, None
8.776, 430, 0.1275, None, None, None, None, None
8.980, 440, 0.0556, None, None, None, None, None
9.000, 441, None, 2.2113, 0.4671, 0.6504, 0.5437, 0.9073
9.184, 450, 0.0712, None, None, None, None, None
9.388, 460, 0.0135, None, None, None, None, None
9.592, 470, 0.0122, None, None, None, None, None
9.796, 480, 0.0329, None, None, None, None, None
10.000, 490, 0.0548, None, None, None, None, None
10.000, 490, None, 2.2972, 0.4890, 0.6390, 0.5540, 0.9145
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 2.2972, 0.4890, 0.6390, 0.5540, 0.9145

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "linear",
  "fold": 3
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2248, None, None, None, None, None
0.408, 20, 3.0231, None, None, None, None, None
0.612, 30, 2.7567, None, None, None, None, None
0.816, 40, 2.7156, None, None, None, None, None
1.000, 49, None, 2.1751, 0.0483, 0.2891, 0.0827, 0.4950
1.020, 50, 2.6390, None, None, None, None, None
1.224, 60, 2.0503, None, None, None, None, None
1.429, 70, 1.8143, None, None, None, None, None
1.633, 80, 1.8616, None, None, None, None, None
1.837, 90, 1.3356, None, None, None, None, None
2.000, 98, None, 1.1773, 0.0634, 0.4176, 0.1100, 0.4101
2.041, 100, 1.5737, None, None, None, None, None
2.245, 110, 0.8581, None, None, None, None, None
2.449, 120, 0.8022, None, None, None, None, None
2.653, 130, 0.8511, None, None, None, None, None
2.857, 140, 0.8620, None, None, None, None, None
3.000, 147, None, 0.8337, 0.2008, 0.6231, 0.3038, 0.7555
3.061, 150, 0.4461, None, None, None, None, None
3.265, 160, 0.3556, None, None, None, None, None
3.469, 170, 0.4605, None, None, None, None, None
3.673, 180, 0.3089, None, None, None, None, None
3.878, 190, 0.3761, None, None, None, None, None
4.000, 196, None, 0.7244, 0.1653, 0.6060, 0.2598, 0.5309
4.082, 200, 0.3649, None, None, None, None, None
4.286, 210, 0.2272, None, None, None, None, None
4.490, 220, 0.1664, None, None, None, None, None
4.694, 230, 0.1385, None, None, None, None, None
4.898, 240, 0.3310, None, None, None, None, None
5.000, 245, None, 0.7189, 0.2569, 0.6360, 0.3660, 0.8030
5.102, 250, 0.1865, None, None, None, None, None
5.306, 260, 0.1196, None, None, None, None, None
5.510, 270, 0.1519, None, None, None, None, None
5.714, 280, 0.1587, None, None, None, None, None
5.918, 290, 0.0546, None, None, None, None, None
6.000, 294, None, 0.6603, 0.4747, 0.7238, 0.5734, 0.9065
6.122, 300, 0.0385, None, None, None, None, None
6.327, 310, 0.0836, None, None, None, None, None
6.531, 320, 0.1438, None, None, None, None, None
6.735, 330, 0.0889, None, None, None, None, None
6.939, 340, 0.0371, None, None, None, None, None
7.000, 343, None, 0.6642, 0.5094, 0.7516, 0.6073, 0.9202
7.143, 350, 0.0689, None, None, None, None, None
7.347, 360, 0.0556, None, None, None, None, None
7.551, 370, 0.0672, None, None, None, None, None
7.755, 380, 0.0532, None, None, None, None, None
7.959, 390, 0.0169, None, None, None, None, None
8.000, 392, None, 0.7924, 0.5425, 0.7388, 0.6256, 0.9285
8.163, 400, 0.0772, None, None, None, None, None
8.367, 410, 0.0370, None, None, None, None, None
8.571, 420, 0.0615, None, None, None, None, None
8.776, 430, 0.0387, None, None, None, None, None
8.980, 440, 0.0748, None, None, None, None, None
